101278_QQRM0898_QQRMcontig00164-cds14	arCOG01067	C	NADH dehydrogenase, FAD-containing subunit
101291_QQRM0911_QQRMcontig00168-cds13	no arCOG hits found.	NA	NA
101292_QQRM0912_QQRMcontig00172-cds1	no arCOG hits found.	NA	NA
101305_QQRM0925_QQRMcontig00172-cds14	arCOG00394	K	Transcriptional regulator containing HTH domain, ArsR family
101306_QQRM0926_QQRMcontig00179-cds1	no arCOG hits found.	NA	NA
101318_QQRM0938_QQRMcontig00179-cds13	arCOG01357	C	Radical SAM superfamily enzyme
101335_QQRM0955_QQRMcontig00182-cds17	arCOG00689	F	Dihydroorotase or related cyclic amidohydrolase
101346_QQRM0966_QQRMcontig00192-cds1	no arCOG hits found.	NA	NA
101362_QQRM0982_QQRMcontig00211-cds1	no arCOG hits found.	NA	NA
101373_QQRM0993_QQRMcontig00211-cds12	arCOG00082	EF	Serine-pyruvate aminotransferase/archaeal aspartate aminotransferase
1014_CNB1014_CNBcontig00012-cds58	arCOG01061	K	Transcriptional regulator, contains HTH domain
101421_QQRM1041_QQRMcontig00232-cds13	arCOG01357	C	Radical SAM superfamily enzyme
101438_QQRM1058_QQRMcontig00236-cds11	arCOG01754	H	Phosphoglycerate dehydrogenase or related dehydrogenase
101441_QQRM1061_QQRMcontig00236-cds14	no arCOG hits found.	NA	NA
101455_QQRM1075_QQRMcontig00238-cds14	no arCOG hits found.	NA	NA
101456_QQRM1076_QQRMcontig00243-cds1	arCOG04039	S	Uncharacterized protein
101466_QQRM1086_QQRMcontig00243-cds11	no arCOG hits found.	NA	NA
101467_QQRM1087_QQRMcontig00253-cds1	no arCOG hits found.	NA	NA
101468_QQRM1088_QQRMcontig00253-cds2	no arCOG hits found.	NA	NA
101478_QQRM1098_QQRMcontig00256-cds1	arCOG01307	D	Cell division ATPase of the AAA+ class, ESCRT system component
101491_QQRM1111_QQRMcontig00259-cds1	no arCOG hits found.	NA	NA
1015_CNB1015_CNBcontig00012-cds59	no arCOG hits found.	NA	NA
101510_QQRM1130_QQRMcontig00262-cds1	arCOG01589	H	Glutathione synthase/glutaminyl transferase/alpha-L-glutamate ligase
101520_QQRM1140_QQRMcontig00262-cds11	no arCOG hits found.	NA	NA
101521_QQRM1141_QQRMcontig00262-cds12	arCOG02038	K	Sugar-specific transcriptional regulator TrmB
101534_QQRM1154_QQRMcontig00268-cds12	no arCOG hits found.	NA	NA
101535_QQRM1155_QQRMcontig00270-cds1	no arCOG hits found.	NA	NA
101549_QQRM1169_QQRMcontig00270-cds15	no arCOG hits found.	NA	NA
1016_CNB1016_CNBcontig00012-cds60	arCOG00915	E	4-aminobutyrate aminotransferase or related aminotransferase
101618_QQRM1238_QQRMcontig00319-cds1	no arCOG hits found.	NA	NA
101619_QQRM1239_QQRMcontig00319-cds2	no arCOG hits found.	NA	NA
101620_QQRM1240_QQRMcontig00319-cds3	no arCOG hits found.	NA	NA
101643_QQRM1263_QQRMcontig00330-cds11	arCOG00321	O	Zn-dependent protease, component of TldD/TldE system
101644_QQRM1264_QQRMcontig00331-cds1	arCOG04171	S	Uncharacterized protein
101670_QQRM1290_QQRMcontig00341-cds10	no arCOG hits found.	NA	NA
101671_QQRM1291_QQRMcontig00344-cds1	no arCOG hits found.	NA	NA
101678_QQRM1298_QQRMcontig00344-cds8	no arCOG hits found.	NA	NA
101679_QQRM1299_QQRMcontig00346-cds1	no arCOG hits found.	NA	NA
101691_QQRM1311_QQRMcontig00346-cds13	no arCOG hits found.	NA	NA
1017_CNB1017_CNBcontig00012-cds61	arCOG07416	R	Alpha/beta superfamily hydrolase
101713_QQRM1333_QQRMcontig00353-cds1	arCOG00808	J	Valyl-tRNA synthetase
10173_DRC11253_DRC1.AOA2-cds1253	no arCOG hits found.	NA	NA
101738_QQRM1358_QQRMcontig00359-cds10	arCOG04256	K	DNA-directed RNA polymerase subunit A''
101755_QQRM1375_QQRMcontig00364-cds7	no arCOG hits found.	NA	NA
101756_QQRM1376_QQRMcontig00364-cds8	no arCOG hits found.	NA	NA
101759_QQRM1379_QQRMcontig00364-cds11	no arCOG hits found.	NA	NA
101782_QQRM1402_QQRMcontig00390-cds1	arCOG10527	S	Uncharacterized protein
101799_QQRM1419_QQRMcontig00396-cds1	no arCOG hits found.	NA	NA
101816_QQRM1436_QQRMcontig00408-cds9	arCOG12755	V	CRISPR-Cas system subtype I-B-variant associated protein, predicted large subunit
101836_QQRM1456_QQRMcontig00427-cds7	arCOG11614	S	Uncharacterized protein
101837_QQRM1457_QQRMcontig00442-cds1	no arCOG hits found.	NA	NA
101838_QQRM1458_QQRMcontig00442-cds2	arCOG01751	J	Ribosomal protein L7AE
101848_QQRM1468_QQRMcontig00442-cds12	arCOG01187	O	Hydrogenase maturation factor
101849_QQRM1469_QQRMcontig00451-cds1	arCOG02246	P	Sirohydrochlorin ferrochelatase
101866_QQRM1486_QQRMcontig00452-cds10	no arCOG hits found.	NA	NA
101876_QQRM1496_QQRMcontig00459-cds10	no arCOG hits found.	NA	NA
101877_QQRM1497_QQRMcontig00462-cds1	arCOG02172	H	6-pyruvoyl-tetrahydropterin synthase
101878_QQRM1498_QQRMcontig00462-cds2	no arCOG hits found.	NA	NA
101885_QQRM1505_QQRMcontig00462-cds9	arCOG00412	J	Phenylalanyl-tRNA synthetase beta subunit
101886_QQRM1506_QQRMcontig00462-cds10	arCOG00410	J	Phenylalanyl-tRNA synthetase alpha subunit
101887_QQRM1507_QQRMcontig00465-cds1	no arCOG hits found.	NA	NA
101899_QQRM1519_QQRMcontig00470-cds1	no arCOG hits found.	NA	NA
101920_QQRM1540_QQRMcontig00519-cds1	arCOG06322	E	Proline dehydrogenase
101926_QQRM1546_QQRMcontig00520-cds1	arCOG04223	J	Translation initiation factor 1 (eIF-1/SUI1)
101932_QQRM1552_QQRMcontig00535-cds1	arCOG04397	P	Ammonia permease
101938_QQRM1558_QQRMcontig00535-cds7	arCOG00610	K	Predicted transcriptional regulator, contains C-terminal CBS domains
101941_QQRM1561_QQRMcontig00535-cds10	arCOG10404	S	Zinc finger, C2H2 type
101942_QQRM1562_QQRMcontig00540-cds1	no arCOG hits found.	NA	NA
101958_QQRM1578_QQRMcontig00590-cds6	no arCOG hits found.	NA	NA
101959_QQRM1579_QQRMcontig00593-cds1	no arCOG hits found.	NA	NA
101963_QQRM1583_QQRMcontig00597-cds1	no arCOG hits found.	NA	NA
101970_QQRM1590_QQRMcontig00624-cds1	no arCOG hits found.	NA	NA
101985_QQRM1605_QQRMcontig00665-cds5	arCOG01357	C	Radical SAM superfamily enzyme
102006_QQRM1626_QQRMcontig00696-cds4	no arCOG hits found.	NA	NA
102012_QQRM1632_QQRMcontig00705-cds1	arCOG00982	C	Glycerol dehydrogenase or related enzyme
102020_QQRM1640_QQRMcontig00708-cds1	no arCOG hits found.	NA	NA
102022_QQRM1642_QQRMcontig00708-cds3	arCOG02628	V	Restriction endonuclease S subunit
102038_QQRM1658_QQRMcontig00792-cds7	arCOG02900	R	vWFA domain containing protein
102039_QQRM1659_QQRMcontig00805-cds1	arCOG02462	E	Kynurenine formamidase
102040_QQRM1660_QQRMcontig00805-cds2	arCOG00946	O	Pyruvate-formate lyase-activating enzyme
102046_QQRM1666_QQRMcontig00805-cds8	no arCOG hits found.	NA	NA
102047_QQRM1667_QQRMcontig00806-cds1	arCOG01590	I	Biotin carboxylase
102051_QQRM1671_QQRMcontig00806-cds5	arCOG01597	F	Phosphoribosylaminoimidazole carboxylase (NCAIR synthetase)
102052_QQRM1672_QQRMcontig00810-cds1	arCOG00357	J	Ribosome-binding ATPase YchF, GTP1/OBG family
102060_QQRM1680_QQRMcontig00832-cds5	no arCOG hits found.	NA	NA
102064_QQRM1684_QQRMcontig00836-cds4	arCOG04300	H	Delta-aminolevulinic acid dehydratase
102072_QQRM1692_QQRMcontig00868-cds4	no arCOG hits found.	NA	NA
102075_QQRM1695_QQRMcontig00889-cds1	no arCOG hits found.	NA	NA
102085_QQRM1705_QQRMcontig00915-cds1	arCOG01278	I	Acetyl-CoA acetyltransferase
102092_QQRM1712_QQRMcontig00935-cds4	arCOG03433	V	CARF domain containing protein, contains HTH and HEPN domains
102097_QQRM1717_QQRMcontig00936-cds5	no arCOG hits found.	NA	NA
1021_CNB1021_CNBcontig00012-cds65	arCOG01728	R	Predicted class III extradiol dioxygenase, MEMO1 family
102102_QQRM1722_QQRMcontig00947-cds5	arCOG00402	J	Prolyl-tRNA synthetase
102103_QQRM1723_QQRMcontig00986-cds1	no arCOG hits found.	NA	NA
102115_QQRM1735_QQRMcontig01006-cds1	arCOG00808	J	Valyl-tRNA synthetase
102130_QQRM1750_QQRMcontig01118-cds1	no arCOG hits found.	NA	NA
102135_QQRM1755_QQRMcontig01132-cds1	no arCOG hits found.	NA	NA
102141_QQRM1761_QQRMcontig01132-cds7	no arCOG hits found.	NA	NA
102144_QQRM1764_QQRMcontig01157-cds3	arCOG00415	L	RecA/RadA recombinase
102145_QQRM1765_QQRMcontig01167-cds1	arCOG12755	V	CRISPR-Cas system subtype I-B-variant associated protein, predicted large subunit
102148_QQRM1768_QQRMcontig01178-cds1	no arCOG hits found.	NA	NA
102156_QQRM1776_QQRMcontig01228-cds1	arCOG00357	J	Ribosome-binding ATPase YchF, GTP1/OBG family
102158_QQRM1778_QQRMcontig01228-cds3	no arCOG hits found.	NA	NA
102159_QQRM1779_QQRMcontig01238-cds1	arCOG08702	K	Transcriptional regulator, TrmB family
102165_QQRM1785_QQRMcontig01255-cds3	no arCOG hits found.	NA	NA
102167_QQRM1787_QQRMcontig01271-cds2	arCOG04249	J	tRNA nucleotidyltransferase (CCA-adding enzyme)
102173_QQRM1793_QQRMcontig01294-cds3	no arCOG hits found.	NA	NA
102176_QQRM1796_QQRMcontig01339-cds1	no arCOG hits found.	NA	NA
102180_QQRM1800_QQRMcontig01365-cds2	no arCOG hits found.	NA	NA
102181_QQRM1801_QQRMcontig01395-cds1	arCOG04143	L	DNA topoisomerase VI, subunit A
102182_QQRM1802_QQRMcontig01395-cds2	no arCOG hits found.	NA	NA
102183_QQRM1803_QQRMcontig01398-cds1	no arCOG hits found.	NA	NA
102185_QQRM1805_QQRMcontig01398-cds3	no arCOG hits found.	NA	NA
102188_QQRM1808_QQRMcontig01430-cds1	no arCOG hits found.	NA	NA
102195_QQRM1815_QQRMcontig01449-cds4	arCOG04277	J	Translation elongation factor P (EF-P)/translation initiation factor 5A (eIF-5A)
102198_QQRM1818_QQRMcontig01470-cds3	arCOG01307	D	Cell division ATPase of the AAA+ class, ESCRT system component
102199_QQRM1819_QQRMcontig01566-cds1	no arCOG hits found.	NA	NA
102202_QQRM1822_QQRMcontig01566-cds4	no arCOG hits found.	NA	NA
102203_QQRM1823_QQRMcontig01585-cds1	no arCOG hits found.	NA	NA
102208_QQRM1828_QQRMcontig01614-cds1	no arCOG hits found.	NA	NA
102211_QQRM1831_QQRMcontig01614-cds4	no arCOG hits found.	NA	NA
102214_QQRM1834_QQRMcontig01660-cds1	no arCOG hits found.	NA	NA
102216_QQRM1836_QQRMcontig01660-cds3	arCOG10527	S	Uncharacterized protein
102217_QQRM1837_QQRMcontig01806-cds1	arCOG00899	M	Predicted flippase
102224_QQRM1844_QQRMcontig01904-cds2	arCOG11614	S	Uncharacterized protein
102225_QQRM1845_QQRMcontig01958-cds1	arCOG01841	O	Molecular chaperone (HSP20 family)
102228_QQRM1848_QQRMcontig02111-cds2	arCOG01841	O	Molecular chaperone (HSP20 family)
102230_ThCSP10001_LDXL01000001.1_1	no arCOG hits found.	NA	NA
102231_ThCSP10002_LDXL01000001.1_2	no arCOG hits found.	NA	NA
102235_ThCSP10006_LDXL01000001.1_6	arCOG03561	R	Secreted protein with beta-propeller repeat domain
102242_ThCSP10013_LDXL01000001.1_13	arCOG01580	K	DNA-binding transcriptional regulator, Lrp family
102243_ThCSP10014_LDXL01000001.1_14	no arCOG hits found.	NA	NA
102290_ThCSP10061_LDXL01000001.1_61	arCOG07561	K	Predicted membrane-associated trancriptional regulator
102300_ThCSP10071_LDXL01000001.1_71	no arCOG hits found.	NA	NA
102302_ThCSP10073_LDXL01000001.1_73	no arCOG hits found.	NA	NA
102343_ThCSP10114_LDXL01000001.1_114	no arCOG hits found.	NA	NA
102353_ThCSP10124_LDXL01000001.1_124	no arCOG hits found.	NA	NA
102359_ThCSP10130_LDXL01000001.1_130	no arCOG hits found.	NA	NA
102389_ThCSP10160_LDXL01000001.1_160	arCOG07561	K	Predicted membrane-associated trancriptional regulator
102395_ThCSP10166_LDXL01000001.1_166	arCOG04989	Q	SAM-dependent methyltransferase
1024_CNB1024_CNBcontig00012-cds68	arCOG00613	H	FMN-dependent dehydrogenase, includes L-lactate dehydrogenase and type II isopentenyl diphosphate isomerase
102419_ThCSP10190_LDXL01000001.1_190	arCOG01475	P	Predicted Co/Zn/Cd cation transporter
102420_ThCSP10191_LDXL01000001.1_191	arCOG01475	P	Predicted Co/Zn/Cd cation transporter
102426_ThCSP10197_LDXL01000001.1_197	no arCOG hits found.	NA	NA
102453_ThCSP10224_LDXL01000001.1_224	arCOG10350	E	Kazal-type serine protease inhibitor
102454_ThCSP10225_LDXL01000001.1_225	arCOG08728	S	Uncharacterized protein
102455_ThCSP10226_LDXL01000001.1_226	no arCOG hits found.	NA	NA
102456_ThCSP10227_LDXL01000001.1_227	arCOG10892	S	Uncharacterized protein
102462_ThCSP10233_LDXL01000001.1_233	arCOG12097	S	Uncharacterized protein
102471_ThCSP10242_LDXL01000001.1_242	no arCOG hits found.	NA	NA
102486_ThCSP10257_LDXL01000001.1_257	arCOG00704	O	Surface layer-associated subtilisin-like serine protease
102487_ThCSP10258_LDXL01000001.1_258	arCOG00704	O	Surface layer-associated subtilisin-like serine protease
102489_ThCSP10260_LDXL01000001.1_260	arCOG08647	S	Uncharacterized protein
102505_ThCSP10276_LDXL01000002.1_16	arCOG06267	S	Uncharacterized protein
102506_ThCSP10277_LDXL01000003.1_1	no arCOG hits found.	NA	NA
102528_ThCSP10299_LDXL01000003.1_23	no arCOG hits found.	NA	NA
102542_ThCSP10313_LDXL01000003.1_37	no arCOG hits found.	NA	NA
102544_ThCSP10315_LDXL01000003.1_39	arCOG08033	S	Uncharacterized protein
102545_ThCSP10316_LDXL01000003.1_40	no arCOG hits found.	NA	NA
102560_ThCSP10331_LDXL01000003.1_55	no arCOG hits found.	NA	NA
102563_ThCSP10334_LDXL01000003.1_58	no arCOG hits found.	NA	NA
102603_ThCSP10374_LDXL01000004.1_6	no arCOG hits found.	NA	NA
102604_ThCSP10375_LDXL01000004.1_7	no arCOG hits found.	NA	NA
102616_ThCSP10387_LDXL01000004.1_19	arCOG03272	S	Zn finger protein
102619_ThCSP10390_LDXL01000004.1_22	arCOG04153	K	RNA polymerase III subunit C34, Lrp/AsnC family
102659_ThCSP10430_LDXL01000004.1_62	no arCOG hits found.	NA	NA
102661_ThCSP10432_LDXL01000004.1_64	no arCOG hits found.	NA	NA
10267_DRC11347_DRC1.AOA2-cds1347	no arCOG hits found.	NA	NA
102673_ThCSP10444_LDXL01000004.1_76	arCOG00808	J	Valyl-tRNA synthetase
102675_ThCSP10446_LDXL01000004.1_78	no arCOG hits found.	NA	NA
102696_ThCSP10467_LDXL01000004.1_99	arCOG03416	L	Site-specific DNA methylase
1027_CNB1027_CNBcontig00012-cds71	no arCOG hits found.	NA	NA
102712_ThCSP10483_LDXL01000004.1_115	no arCOG hits found.	NA	NA
102714_ThCSP10485_LDXL01000004.1_117	no arCOG hits found.	NA	NA
102715_ThCSP10486_LDXL01000004.1_118	no arCOG hits found.	NA	NA
102716_ThCSP10487_LDXL01000004.1_119	arCOG00434	N	AAA+ ATPase of MoxR-like family, a component of a putative secretion system
102717_ThCSP10488_LDXL01000004.1_120	no arCOG hits found.	NA	NA
102740_ThCSP10511_LDXL01000004.1_143	arCOG01538	C	NADH dehydrogenase subunit M
102741_ThCSP10512_LDXL01000004.1_144	arCOG01537	C	NADH:ubiquinone oxidoreductase subunit 4 (chain M)
102754_ThCSP10525_LDXL01000004.1_157	arCOG02200	C	Flavodoxin reductase (ferredoxin-NADPH reductase) family 1
102756_ThCSP10527_LDXL01000004.1_159	arCOG08785	S	Uncharacterized protein
102757_ThCSP10528_LDXL01000004.1_160	no arCOG hits found.	NA	NA
102790_ThCSP10561_LDXL01000004.1_193	arCOG03192	L	Endonuclease YncB, thermonuclease family
102791_ThCSP10562_LDXL01000004.1_194	no arCOG hits found.	NA	NA
102792_ThCSP10563_LDXL01000004.1_195	arCOG08710	S	Uncharacterized protein
102793_ThCSP10564_LDXL01000004.1_196	no arCOG hits found.	NA	NA
102795_ThCSP10566_LDXL01000004.1_198	no arCOG hits found.	NA	NA
102797_ThCSP10568_LDXL01000004.1_200	arCOG02391	T	Rec domain
102798_ThCSP10569_LDXL01000004.1_201	no arCOG hits found.	NA	NA
102799_ThCSP10570_LDXL01000004.1_202	no arCOG hits found.	NA	NA
10281_DRC11361_DRC1.AOA2-cds1361	no arCOG hits found.	NA	NA
10283_DRC11363_DRC1.AOA2-cds1363	no arCOG hits found.	NA	NA
10284_DRC11364_DRC1.AOA2-cds1364	arCOG07603	S	Uncharacterized protein
102843_ThCSP10614_LDXL01000004.1_246	arCOG08825	S	Uncharacterized protein
102860_ThCSP10631_LDXL01000004.1_263	arCOG00052	G	Glucose-6-phosphate isomerase
102862_ThCSP10633_LDXL01000005.1_2	arCOG01117	K	Lrp/AsnC family C-terminal domain
102864_ThCSP10635_LDXL01000005.1_4	no arCOG hits found.	NA	NA
102865_ThCSP10636_LDXL01000005.1_5	no arCOG hits found.	NA	NA
102866_ThCSP10637_LDXL01000005.1_6	arCOG08754	S	Uncharacterized protein
102867_ThCSP10638_LDXL01000005.1_7	arCOG08754	S	Uncharacterized protein
102868_ThCSP10639_LDXL01000005.1_8	arCOG00589	N	FleN family ATPase involved in flagellar biosynthesis
102869_ThCSP10640_LDXL01000005.1_9	no arCOG hits found.	NA	NA
102871_ThCSP10642_LDXL01000005.1_11	no arCOG hits found.	NA	NA
102874_ThCSP10645_LDXL01000005.1_14	no arCOG hits found.	NA	NA
102879_ThCSP10650_LDXL01000005.1_19	arCOG11325	S	Uncharacterized protein
102884_ThCSP10655_LDXL01000005.1_24	no arCOG hits found.	NA	NA
1029_CNB1029_CNBcontig00012-cds73	no arCOG hits found.	NA	NA
102921_ThCSP10692_LDXL01000005.1_61	no arCOG hits found.	NA	NA
102929_ThCSP10700_LDXL01000005.1_69	no arCOG hits found.	NA	NA
102932_ThCSP10703_LDXL01000005.1_72	arCOG05195	R	TPR repeats containing protein
102937_ThCSP10708_LDXL01000005.1_77	arCOG10532	S	Uncharacterized protein
102959_ThCSP10730_LDXL01000005.1_99	no arCOG hits found.	NA	NA
102965_ThCSP10736_LDXL01000005.1_105	no arCOG hits found.	NA	NA
102973_ThCSP10744_LDXL01000005.1_113	no arCOG hits found.	NA	NA
102974_ThCSP10745_LDXL01000005.1_114	no arCOG hits found.	NA	NA
102987_ThCSP10758_LDXL01000005.1_127	no arCOG hits found.	NA	NA
102990_ThCSP10761_LDXL01000005.1_130	no arCOG hits found.	NA	NA
102993_ThCSP10764_LDXL01000005.1_133	arCOG12090	S	Uncharacterized protein
102998_ThCSP10769_LDXL01000006.1_3	arCOG11285	S	Uncharacterized protein
10300_DRC11380_DRC1.AOA2-cds1380	no arCOG hits found.	NA	NA
103000_ThCSP10771_LDXL01000006.1_5	no arCOG hits found.	NA	NA
103001_ThCSP10772_LDXL01000006.1_6	no arCOG hits found.	NA	NA
103002_ThCSP10773_LDXL01000006.1_7	arCOG08754	S	Uncharacterized protein
103004_ThCSP10775_LDXL01000006.1_9	no arCOG hits found.	NA	NA
103006_ThCSP10777_LDXL01000006.1_11	no arCOG hits found.	NA	NA
103007_ThCSP10778_LDXL01000006.1_12	no arCOG hits found.	NA	NA
103015_ThCSP10786_LDXL01000006.1_20	arCOG02391	T	Rec domain
103036_ThCSP10807_LDXL01000006.1_41	no arCOG hits found.	NA	NA
103047_ThCSP10818_LDXL01000006.1_52	no arCOG hits found.	NA	NA
103055_ThCSP10826_LDXL01000006.1_60	no arCOG hits found.	NA	NA
103063_ThCSP10834_LDXL01000006.1_68	no arCOG hits found.	NA	NA
103066_ThCSP10837_LDXL01000006.1_71	arCOG08777	S	Uncharacterized protein
103078_ThCSP10849_LDXL01000006.1_83	arCOG10409	S	Uncharacterized protein
103086_ThCSP10857_LDXL01000006.1_91	no arCOG hits found.	NA	NA
103090_ThCSP10861_LDXL01000006.1_95	arCOG02038	K	Sugar-specific transcriptional regulator TrmB
103091_ThCSP10862_LDXL01000006.1_96	arCOG02868	O	Protein-disulfide isomerase
103092_ThCSP10863_LDXL01000006.1_97	no arCOG hits found.	NA	NA
103095_ThCSP10866_LDXL01000006.1_100	arCOG08647	S	Uncharacterized protein
103116_ThCSP10887_LDXL01000006.1_121	arCOG08798	S	Uncharacterized protein
103117_ThCSP10888_LDXL01000006.1_122	arCOG03729	S	Metal-binding cluster containing protein
103127_ThCSP10898_LDXL01000006.1_132	no arCOG hits found.	NA	NA
103130_ThCSP10901_LDXL01000006.1_135	arCOG02391	T	Rec domain
103133_ThCSP10904_LDXL01000006.1_138	arCOG10596	S	Uncharacterized protein
103135_ThCSP10906_LDXL01000006.1_140	arCOG08693	S	Uncharacterized protein containg Zn ribbon domain
103139_ThCSP10910_LDXL01000006.1_144	arCOG11939	N	Surface protein, associated with type IV pili like system
103140_ThCSP10911_LDXL01000006.1_145	no arCOG hits found.	NA	NA
103144_ThCSP10915_LDXL01000006.1_149	arCOG06883	S	Zn-ribbon domain containing protein
103154_ThCSP10925_LDXL01000006.1_159	no arCOG hits found.	NA	NA
103165_ThCSP10936_LDXL01000006.1_170	no arCOG hits found.	NA	NA
1032_CNB1032_CNBcontig00012-cds76	arCOG01252	C	Lactaldehyde dehydrogenase, Succinate semialdehyde dehydrogenase or other NAD-dependent aldehyde dehydrogenase
103244_ThCSP11015_LDXL01000006.1_249	no arCOG hits found.	NA	NA
103248_ThCSP11019_LDXL01000006.1_253	arCOG10350	E	Kazal-type serine protease inhibitor
103251_ThCSP11022_LDXL01000007.1_3	arCOG08728	S	Uncharacterized protein
1033_CNB1033_CNBcontig00012-cds77	arCOG06343	Q	Poly(R)-hydroxyalkanoic acid synthase, class III, PhaE subunit
103331_ThCSP11102_LDXL01000007.1_83	no arCOG hits found.	NA	NA
103373_ThCSP11144_LDXL01000007.1_125	no arCOG hits found.	NA	NA
1034_CNB1034_CNBcontig00012-cds78	arCOG06344	I	Poly(3-hydroxyalkanoate) synthetase
103409_ThCSP11180_LDXL01000007.1_161	arCOG01336	S	Uncharacterized protein
103416_ThCSP11187_LDXL01000008.1_1	arCOG01919	U	Sec-independent protein secretion pathway component TatC
103423_ThCSP11194_LDXL01000008.1_8	no arCOG hits found.	NA	NA
103428_ThCSP11199_LDXL01000008.1_13	no arCOG hits found.	NA	NA
103430_ThCSP11201_LDXL01000008.1_15	no arCOG hits found.	NA	NA
